sheet,cell,formula_or_literal,resolved_value
Day 1 - Match 1,Z35,"=IF($S$39=Z$5,S35*Z$5,"""")",
Day 1 - Match 1,AA35,"=IF(SUM(V35:Z35)=0,0,Setup!F$44/SUM(V35:Z35))",0
Day 1 - Match 1,A36,=Matchups!C33,Chris
Day 1 - Match 1,B36,8,8
Day 1 - Match 1,C36,7,7
Day 1 - Match 1,D36,3,3
Day 1 - Match 1,E36,10,10
Day 1 - Match 1,F36,3,3
Day 1 - Match 1,G36,6,6
Day 1 - Match 1,H36,9,9
Day 1 - Match 1,I36,4,4
Day 1 - Match 1,J36,8,8
Day 1 - Match 1,K36,=SUM(B36:J36),58
Day 1 - Match 1,M36,=A36,Chris
Day 1 - Match 1,N36,=K36,58
Day 1 - Match 1,O36,=K141,0
Day 1 - Match 1,V36,"=IF($S$39=V$5,S36*V$5,"""")",
Day 1 - Match 1,W36,"=IF($S$39=W$5,S36*W$5,"""")",
Day 1 - Match 1,X36,"=IF($S$39=X$5,S36*X$5,"""")",
Day 1 - Match 1,Y36,"=IF($S$39=Y$5,S36*Y$5,"""")",
Day 1 - Match 1,Z36,"=IF($S$39=Z$5,S36*Z$5,"""")",
Day 1 - Match 1,AA36,"=IF(SUM(V36:Z36)=0,0,Setup!F$44/SUM(V36:Z36))",0
Day 1 - Match 1,A37,=Matchups!C34,15
Day 1 - Match 1,M37,=A37,15
Day 1 - Match 1,V37,"=IF($S$39=V$5,S37*V$5,"""")",
Day 1 - Match 1,W37,"=IF($S$39=W$5,S37*W$5,"""")",
Day 1 - Match 1,X37,"=IF($S$39=X$5,S37*X$5,"""")",
Day 1 - Match 1,Y37,"=IF($S$39=Y$5,S37*Y$5,"""")",
Day 1 - Match 1,Z37,"=IF($S$39=Z$5,S37*Z$5,"""")",
Day 1 - Match 1,AA37,"=IF(SUM(V37:Z37)=0,0,Setup!F$44/SUM(V37:Z37))",0
Day 1 - Match 1,S39,"=COUNTIF(S6:S37,1)",0
Day 1 - Match 1,A40,Match 1,Match 1
Day 1 - Match 1,A41,=A6,Mil
Day 1 - Match 1,B41,=B6,5
Day 1 - Match 1,C41,=C6,4
Day 1 - Match 1,D41,=D6,5
Day 1 - Match 1,E41,=E6,4
Day 1 - Match 1,F41,=F6,4
Day 1 - Match 1,G41,=G6,4
Day 1 - Match 1,H41,=H6,5
Day 1 - Match 1,I41,=I6,5
Day 1 - Match 1,J41,=J6,4
Day 1 - Match 1,K41,=SUM(B41:J41),40
Day 1 - Match 1,A42,=A7,6
Day 1 - Match 1,B42,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(B$4,$B$4:$J$4,1))<=($A42-$A48),1,0),"""")",0
Day 1 - Match 1,C42,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(C$4,$B$4:$J$4,1))<=($A42-$A48),1,0),"""")",0
Day 1 - Match 1,D42,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(D$4,$B$4:$J$4,1))<=($A42-$A48),1,0),"""")",0
Day 1 - Match 1,E42,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(E$4,$B$4:$J$4,1))<=($A42-$A48),1,0),"""")",0
Day 1 - Match 1,F42,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(F$4,$B$4:$J$4,1))<=($A42-$A48),1,0),"""")",0
Day 1 - Match 1,G42,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(G$4,$B$4:$J$4,1))<=($A42-$A48),1,0),"""")",0
Day 1 - Match 1,H42,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(H$4,$B$4:$J$4,1))<=($A42-$A48),1,0),"""")",0
Day 1 - Match 1,I42,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(I$4,$B$4:$J$4,1))<=($A42-$A48),1,0),"""")",0
Day 1 - Match 1,J42,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(J$4,$B$4:$J$4,1))<=($A42-$A48),1,0),"""")",0
Day 1 - Match 1,K42,=SUM(B42:J42),0
Day 1 - Match 1,A43,"=IF((A42-A48)>9,(A42-A48-9),0)",0
Day 1 - Match 1,B43,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(B$4,$B$4:$J$4,1))<=($A43-$A49),1,0),"""")",0
Day 1 - Match 1,C43,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(C$4,$B$4:$J$4,1))<=($A43-$A49),1,0),"""")",0
Day 1 - Match 1,D43,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(D$4,$B$4:$J$4,1))<=($A43-$A49),1,0),"""")",0
Day 1 - Match 1,E43,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(E$4,$B$4:$J$4,1))<=($A43-$A49),1,0),"""")",0
Day 1 - Match 1,F43,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(F$4,$B$4:$J$4,1))<=($A43-$A49),1,0),"""")",0
Day 1 - Match 1,G43,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(G$4,$B$4:$J$4,1))<=($A43-$A49),1,0),"""")",0
Day 1 - Match 1,H43,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(H$4,$B$4:$J$4,1))<=($A43-$A49),1,0),"""")",0
Day 1 - Match 1,I43,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(I$4,$B$4:$J$4,1))<=($A43-$A49),1,0),"""")",0
Day 1 - Match 1,J43,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(J$4,$B$4:$J$4,1))<=($A43-$A49),1,0),"""")",0
Day 1 - Match 1,K43,=SUM(B43:J43),0
Day 1 - Match 1,B44,"=IF(AND(ISNUMBER(B41),ISNUMBER(B42)),B41-B42-B43,"" "")",5
Day 1 - Match 1,C44,"=IF(AND(ISNUMBER(C41),ISNUMBER(C42)),C41-C42-C43,"" "")",4
Day 1 - Match 1,D44,"=IF(AND(ISNUMBER(D41),ISNUMBER(D42)),D41-D42-D43,"" "")",5
Day 1 - Match 1,E44,"=IF(AND(ISNUMBER(E41),ISNUMBER(E42)),E41-E42-E43,"" "")",4
Day 1 - Match 1,F44,"=IF(AND(ISNUMBER(F41),ISNUMBER(F42)),F41-F42-F43,"" "")",4
Day 1 - Match 1,G44,"=IF(AND(ISNUMBER(G41),ISNUMBER(G42)),G41-G42-G43,"" "")",4
Day 1 - Match 1,H44,"=IF(AND(ISNUMBER(H41),ISNUMBER(H42)),H41-H42-H43,"" "")",5
Day 1 - Match 1,I44,"=IF(AND(ISNUMBER(I41),ISNUMBER(I42)),I41-I42-I43,"" "")",5
Day 1 - Match 1,J44,"=IF(AND(ISNUMBER(J41),ISNUMBER(J42)),J41-J42-J43,"" "")",4
Day 1 - Match 1,K44,"=IF(ISNUMBER(FIND(""Wins"",K45)), 2, IF(ISNUMBER(FIND(""Tie"",K45)), 1, 0))",1
Day 1 - Match 1,B45,"=IF(AND(ISNUMBER(B44),ISNUMBER(B50)),IF(B44<B50, 0+1, (IF(B44>B50, 0-1, 0))),"" "")",1
Day 1 - Match 1,C45,"=IF(AND(ISNUMBER(C44),ISNUMBER(C50)),IF(C44<C50, +B45+1, (IF(C44>C50, +B45-1, +B45))),"" "")",2
Day 1 - Match 1,D45,"=IF(AND(ISNUMBER(D44),ISNUMBER(D50)),IF(D44<D50, +C45+1, (IF(D44>D50, +C45-1, +C45))),"" "")",1
Day 1 - Match 1,E45,"=IF(AND(ISNUMBER(E44),ISNUMBER(E50)),IF(E44<E50, +D45+1, (IF(E44>E50, +D45-1, +D45))),"" "")",2
Day 1 - Match 1,F45,"=IF(AND(ISNUMBER(F44),ISNUMBER(F50)),IF(F44<F50, +E45+1, (IF(F44>F50, +E45-1, +E45))),"" "")",1
Day 1 - Match 1,G45,"=IF(AND(ISNUMBER(G44),ISNUMBER(G50)),IF(G44<G50, +F45+1, (IF(G44>G50, +F45-1, +F45))),"" "")",1
Day 1 - Match 1,H45,"=IF(AND(ISNUMBER(H44),ISNUMBER(H50)),IF(H44<H50, +G45+1, (IF(H44>H50, +G45-1, +G45))),"" "")",0
Day 1 - Match 1,I45,"=IF(AND(ISNUMBER(I44),ISNUMBER(I50)),IF(I44<I50, +H45+1, (IF(I44>I50, +H45-1, +H45))),"" "")",-1
Day 1 - Match 1,J45,"=IF(AND(ISNUMBER(J44),ISNUMBER(J50)),IF(J44<J50, +I45+1, (IF(J44>J50, +I45-1, +I45))),"" "")",0
Day 1 - Match 1,K45,"=IF(ISNUMBER(J45),IF(F45>4,""Wins "" & F45 & "" & 4"",IF(G45>3,""Wins "" & G45 & "" & 3"",IF(H45>2,""Wins "" & H45 & "" & 2"",IF(I45>1,""Wins "" & I45 & "" & 1"",IF(J45>J51,""Wins "" & J45 & "" Up"",IF(J45<J51,""Loss"",""Tie"")))))),"" "")",Tie
Day 1 - Match 1,A47,=A8,John
Day 1 - Match 1,B47,=B8,7
Day 1 - Match 1,C47,=C8,5
Day 1 - Match 1,D47,=D8,3
Day 1 - Match 1,E47,=E8,6
Day 1 - Match 1,F47,=F8,3
Day 1 - Match 1,G47,=G8,4
Day 1 - Match 1,H47,=H8,4
Day 1 - Match 1,I47,=I8,3
Day 1 - Match 1,J47,=J8,5
Day 1 - Match 1,K47,=SUM(B47:J47),40
Day 1 - Match 1,A48,=A9,7
Day 1 - Match 1,B48,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(B$4,$B$4:$J$4,1))<=($A48-$A42),1,0),"""")",0
Day 1 - Match 1,C48,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(C$4,$B$4:$J$4,1))<=($A48-$A42),1,0),"""")",0
Day 1 - Match 1,D48,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(D$4,$B$4:$J$4,1))<=($A48-$A42),1,0),"""")",0
Day 1 - Match 1,E48,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(E$4,$B$4:$J$4,1))<=($A48-$A42),1,0),"""")",0
Day 1 - Match 1,F48,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(F$4,$B$4:$J$4,1))<=($A48-$A42),1,0),"""")",0
Day 1 - Match 1,G48,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(G$4,$B$4:$J$4,1))<=($A48-$A42),1,0),"""")",0
Day 1 - Match 1,H48,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(H$4,$B$4:$J$4,1))<=($A48-$A42),1,0),"""")",1
Day 1 - Match 1,I48,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(I$4,$B$4:$J$4,1))<=($A48-$A42),1,0),"""")",0
Day 1 - Match 1,J48,"=IF(AND(ISNUMBER($A42),ISNUMBER($A48)),IF((RANK(J$4,$B$4:$J$4,1))<=($A48-$A42),1,0),"""")",0
Day 1 - Match 1,K48,=SUM(B48:J48),1
Day 1 - Match 1,A49,"=IF((A48-A42)>9,(A48-A42-9),0)",0
Day 1 - Match 1,B49,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(B$4,$B$4:$J$4,1))<=($A49-$A43),1,0),"""")",0
Day 1 - Match 1,C49,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(C$4,$B$4:$J$4,1))<=($A49-$A43),1,0),"""")",0
Day 1 - Match 1,D49,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(D$4,$B$4:$J$4,1))<=($A49-$A43),1,0),"""")",0
Day 1 - Match 1,E49,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(E$4,$B$4:$J$4,1))<=($A49-$A43),1,0),"""")",0
Day 1 - Match 1,F49,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(F$4,$B$4:$J$4,1))<=($A49-$A43),1,0),"""")",0
Day 1 - Match 1,G49,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(G$4,$B$4:$J$4,1))<=($A49-$A43),1,0),"""")",0
Day 1 - Match 1,H49,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(H$4,$B$4:$J$4,1))<=($A49-$A43),1,0),"""")",0
Day 1 - Match 1,I49,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(I$4,$B$4:$J$4,1))<=($A49-$A43),1,0),"""")",0
Day 1 - Match 1,J49,"=IF(AND(ISNUMBER($A43),ISNUMBER($A49)),IF((RANK(J$4,$B$4:$J$4,1))<=($A49-$A43),1,0),"""")",0
Day 1 - Match 1,K49,=SUM(B49:J49),0
Day 1 - Match 1,B50,"=IF(AND(ISNUMBER(B47),ISNUMBER(B48)),B47-B48-B49,"" "")",7
Day 1 - Match 1,C50,"=IF(AND(ISNUMBER(C47),ISNUMBER(C48)),C47-C48-C49,"" "")",5
Day 1 - Match 1,D50,"=IF(AND(ISNUMBER(D47),ISNUMBER(D48)),D47-D48-D49,"" "")",3
Day 1 - Match 1,E50,"=IF(AND(ISNUMBER(E47),ISNUMBER(E48)),E47-E48-E49,"" "")",6
Day 1 - Match 1,F50,"=IF(AND(ISNUMBER(F47),ISNUMBER(F48)),F47-F48-F49,"" "")",3
Day 1 - Match 1,G50,"=IF(AND(ISNUMBER(G47),ISNUMBER(G48)),G47-G48-G49,"" "")",4
Day 1 - Match 1,H50,"=IF(AND(ISNUMBER(H47),ISNUMBER(H48)),H47-H48-H49,"" "")",3
Day 1 - Match 1,I50,"=IF(AND(ISNUMBER(I47),ISNUMBER(I48)),I47-I48-I49,"" "")",3
Day 1 - Match 1,J50,"=IF(AND(ISNUMBER(J47),ISNUMBER(J48)),J47-J48-J49,"" "")",5
Day 1 - Match 1,K50,"=IF(ISNUMBER(FIND(""Wins"",K51)), 2, IF(ISNUMBER(FIND(""Tie"",K51)), 1, 0))",1
Day 1 - Match 1,B51,"=IF(AND(ISNUMBER(B44),ISNUMBER(B50)),IF(B50<B44, 0+1, (IF(B50>B44, 0-1, 0))),"" "")",-1
Day 1 - Match 1,C51,"=IF(AND(ISNUMBER(C44),ISNUMBER(C50)),IF(C50<C44, +B51+1, (IF(C50>C44, +B51-1, +B51))),"" "")",-2
Day 1 - Match 1,D51,"=IF(AND(ISNUMBER(D44),ISNUMBER(D50)),IF(D50<D44, +C51+1, (IF(D50>D44, +C51-1, +C51))),"" "")",-1
Day 1 - Match 1,E51,"=IF(AND(ISNUMBER(E44),ISNUMBER(E50)),IF(E50<E44, +D51+1, (IF(E50>E44, +D51-1, +D51))),"" "")",-2
Day 1 - Match 1,F51,"=IF(AND(ISNUMBER(F44),ISNUMBER(F50)),IF(F50<F44, +E51+1, (IF(F50>F44, +E51-1, +E51))),"" "")",-1
Day 1 - Match 1,G51,"=IF(AND(ISNUMBER(G44),ISNUMBER(G50)),IF(G50<G44, +F51+1, (IF(G50>G44, +F51-1, +F51))),"" "")",-1
Day 1 - Match 1,H51,"=IF(AND(ISNUMBER(H44),ISNUMBER(H50)),IF(H50<H44, +G51+1, (IF(H50>H44, +G51-1, +G51))),"" "")",0
Day 1 - Match 1,I51,"=IF(AND(ISNUMBER(I44),ISNUMBER(I50)),IF(I50<I44, +H51+1, (IF(I50>I44, +H51-1, +H51))),"" "")",1
Day 1 - Match 1,J51,"=IF(AND(ISNUMBER(J44),ISNUMBER(J50)),IF(J50<J44, +I51+1, (IF(J50>J44, +I51-1, +I51))),"" "")",0
Day 1 - Match 1,K51,"=IF(ISNUMBER(J51),IF(F51>4,""Wins "" & F51 & "" & 4"",IF(G51>3,""Wins "" & G51 & "" & 3"",IF(H51>2,""Wins "" & H51 & "" & 2"",IF(I51>1,""Wins "" & I51 & "" & 1"",IF(J51>J45,""Wins "" & J51 & "" Up"",IF(J51<J45,""Loss"",""Tie"")))))),"" "")",Tie
Day 1 - Match 1,A53,Match 2,Match 2
Day 1 - Match 1,A54,=A10,Brian P
Day 1 - Match 1,B54,=B10,4
Day 1 - Match 1,C54,=C10,5
Day 1 - Match 1,D54,=D10,5
Day 1 - Match 1,E54,=E10,7
Day 1 - Match 1,F54,=F10,4
Day 1 - Match 1,G54,=G10,5
Day 1 - Match 1,H54,=H10,8
Day 1 - Match 1,I54,=I10,4
Day 1 - Match 1,J54,=J10,5
Day 1 - Match 1,K54,=SUM(B54:J54),47
Day 1 - Match 1,A55,=A11,6
Day 1 - Match 1,B55,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(B$4,$B$4:$J$4,1))<=($A55-$A61),1,0),"""")",0
Day 1 - Match 1,C55,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(C$4,$B$4:$J$4,1))<=($A55-$A61),1,0),"""")",0
Day 1 - Match 1,D55,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(D$4,$B$4:$J$4,1))<=($A55-$A61),1,0),"""")",0
Day 1 - Match 1,E55,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(E$4,$B$4:$J$4,1))<=($A55-$A61),1,0),"""")",0
Day 1 - Match 1,F55,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(F$4,$B$4:$J$4,1))<=($A55-$A61),1,0),"""")",0
Day 1 - Match 1,G55,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(G$4,$B$4:$J$4,1))<=($A55-$A61),1,0),"""")",0
Day 1 - Match 1,H55,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(H$4,$B$4:$J$4,1))<=($A55-$A61),1,0),"""")",0
Day 1 - Match 1,I55,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(I$4,$B$4:$J$4,1))<=($A55-$A61),1,0),"""")",0
Day 1 - Match 1,J55,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(J$4,$B$4:$J$4,1))<=($A55-$A61),1,0),"""")",0
Day 1 - Match 1,K55,=SUM(B55:J55),0
Day 1 - Match 1,A56,"=IF((A55-A61)>9,(A55-A61-9),0)",0
Day 1 - Match 1,B56,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(B$4,$B$4:$J$4,1))<=($A56-$A62),1,0),"""")",0
Day 1 - Match 1,C56,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(C$4,$B$4:$J$4,1))<=($A56-$A62),1,0),"""")",0
Day 1 - Match 1,D56,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(D$4,$B$4:$J$4,1))<=($A56-$A62),1,0),"""")",0
Day 1 - Match 1,E56,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(E$4,$B$4:$J$4,1))<=($A56-$A62),1,0),"""")",0
Day 1 - Match 1,F56,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(F$4,$B$4:$J$4,1))<=($A56-$A62),1,0),"""")",0
Day 1 - Match 1,G56,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(G$4,$B$4:$J$4,1))<=($A56-$A62),1,0),"""")",0
Day 1 - Match 1,H56,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(H$4,$B$4:$J$4,1))<=($A56-$A62),1,0),"""")",0
Day 1 - Match 1,I56,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(I$4,$B$4:$J$4,1))<=($A56-$A62),1,0),"""")",0
Day 1 - Match 1,J56,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(J$4,$B$4:$J$4,1))<=($A56-$A62),1,0),"""")",0
Day 1 - Match 1,K56,=SUM(B56:J56),0
Day 1 - Match 1,B57,"=IF(AND(ISNUMBER(B54),ISNUMBER(B55)),B54-B55-B56,"" "")",4
Day 1 - Match 1,C57,"=IF(AND(ISNUMBER(C54),ISNUMBER(C55)),C54-C55-C56,"" "")",5
Day 1 - Match 1,D57,"=IF(AND(ISNUMBER(D54),ISNUMBER(D55)),D54-D55-D56,"" "")",5
Day 1 - Match 1,E57,"=IF(AND(ISNUMBER(E54),ISNUMBER(E55)),E54-E55-E56,"" "")",7
Day 1 - Match 1,F57,"=IF(AND(ISNUMBER(F54),ISNUMBER(F55)),F54-F55-F56,"" "")",4
Day 1 - Match 1,G57,"=IF(AND(ISNUMBER(G54),ISNUMBER(G55)),G54-G55-G56,"" "")",5
Day 1 - Match 1,H57,"=IF(AND(ISNUMBER(H54),ISNUMBER(H55)),H54-H55-H56,"" "")",8
Day 1 - Match 1,I57,"=IF(AND(ISNUMBER(I54),ISNUMBER(I55)),I54-I55-I56,"" "")",4
Day 1 - Match 1,J57,"=IF(AND(ISNUMBER(J54),ISNUMBER(J55)),J54-J55-J56,"" "")",5
Day 1 - Match 1,K57,"=IF(ISNUMBER(FIND(""Wins"",K58)), 2, IF(ISNUMBER(FIND(""Tie"",K58)), 1, 0))",0
Day 1 - Match 1,B58,"=IF(AND(ISNUMBER(B57),ISNUMBER(B63)),IF(B57<B63, 0+1, (IF(B57>B63, 0-1, 0))),"" "")",1
Day 1 - Match 1,C58,"=IF(AND(ISNUMBER(C57),ISNUMBER(C63)),IF(C57<C63, +B58+1, (IF(C57>C63, +B58-1, +B58))),"" "")",0
Day 1 - Match 1,D58,"=IF(AND(ISNUMBER(D57),ISNUMBER(D63)),IF(D57<D63, +C58+1, (IF(D57>D63, +C58-1, +C58))),"" "")",-1
Day 1 - Match 1,E58,"=IF(AND(ISNUMBER(E57),ISNUMBER(E63)),IF(E57<E63, +D58+1, (IF(E57>E63, +D58-1, +D58))),"" "")",-1
Day 1 - Match 1,F58,"=IF(AND(ISNUMBER(F57),ISNUMBER(F63)),IF(F57<F63, +E58+1, (IF(F57>F63, +E58-1, +E58))),"" "")",-1
Day 1 - Match 1,G58,"=IF(AND(ISNUMBER(G57),ISNUMBER(G63)),IF(G57<G63, +F58+1, (IF(G57>G63, +F58-1, +F58))),"" "")",-1
Day 1 - Match 1,H58,"=IF(AND(ISNUMBER(H57),ISNUMBER(H63)),IF(H57<H63, +G58+1, (IF(H57>H63, +G58-1, +G58))),"" "")",-2
Day 1 - Match 1,I58,"=IF(AND(ISNUMBER(I57),ISNUMBER(I63)),IF(I57<I63, +H58+1, (IF(I57>I63, +H58-1, +H58))),"" "")",-2
Day 1 - Match 1,J58,"=IF(AND(ISNUMBER(J57),ISNUMBER(J63)),IF(J57<J63, +I58+1, (IF(J57>J63, +I58-1, +I58))),"" "")",-2
Day 1 - Match 1,K58,"=IF(ISNUMBER(J58),IF(F58>4,""Wins "" & F58 & "" & 4"",IF(G58>3,""Wins "" & G58 & "" & 3"",IF(H58>2,""Wins "" & H58 & "" & 2"",IF(I58>1,""Wins "" & I58 & "" & 1"",IF(J58>J64,""Wins "" & J58 & "" Up"",IF(J58<J64,""Loss"",""Tie"")))))),"" "")",Loss
Day 1 - Match 1,A60,=A12,Pat 
Day 1 - Match 1,B60,=B12,7
Day 1 - Match 1,C60,=C12,4
Day 1 - Match 1,D60,=D12,4
Day 1 - Match 1,E60,=E12,7
Day 1 - Match 1,F60,=F12,4
Day 1 - Match 1,G60,=G12,5
Day 1 - Match 1,H60,=H12,4
Day 1 - Match 1,I60,=I12,4
Day 1 - Match 1,J60,=J12,5
Day 1 - Match 1,K60,=SUM(B60:J60),44
Day 1 - Match 1,A61,=A13,6
Day 1 - Match 1,B61,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(B$4,$B$4:$J$4,1))<=($A61-$A55),1,0),"""")",0
Day 1 - Match 1,C61,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(C$4,$B$4:$J$4,1))<=($A61-$A55),1,0),"""")",0
Day 1 - Match 1,D61,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(D$4,$B$4:$J$4,1))<=($A61-$A55),1,0),"""")",0
Day 1 - Match 1,E61,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(E$4,$B$4:$J$4,1))<=($A61-$A55),1,0),"""")",0
Day 1 - Match 1,F61,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(F$4,$B$4:$J$4,1))<=($A61-$A55),1,0),"""")",0
Day 1 - Match 1,G61,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(G$4,$B$4:$J$4,1))<=($A61-$A55),1,0),"""")",0
Day 1 - Match 1,H61,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(H$4,$B$4:$J$4,1))<=($A61-$A55),1,0),"""")",0
Day 1 - Match 1,I61,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(I$4,$B$4:$J$4,1))<=($A61-$A55),1,0),"""")",0
Day 1 - Match 1,J61,"=IF(AND(ISNUMBER($A55),ISNUMBER($A61)),IF((RANK(J$4,$B$4:$J$4,1))<=($A61-$A55),1,0),"""")",0
Day 1 - Match 1,K61,=SUM(B61:J61),0
Day 1 - Match 1,A62,"=IF((A61-A55)>9,(A61-A55-9),0)",0
Day 1 - Match 1,B62,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(B$4,$B$4:$J$4,1))<=($A62-$A56),1,0),"""")",0
Day 1 - Match 1,C62,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(C$4,$B$4:$J$4,1))<=($A62-$A56),1,0),"""")",0
Day 1 - Match 1,D62,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(D$4,$B$4:$J$4,1))<=($A62-$A56),1,0),"""")",0
Day 1 - Match 1,E62,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(E$4,$B$4:$J$4,1))<=($A62-$A56),1,0),"""")",0
Day 1 - Match 1,F62,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(F$4,$B$4:$J$4,1))<=($A62-$A56),1,0),"""")",0
Day 1 - Match 1,G62,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(G$4,$B$4:$J$4,1))<=($A62-$A56),1,0),"""")",0
Day 1 - Match 1,H62,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(H$4,$B$4:$J$4,1))<=($A62-$A56),1,0),"""")",0
Day 1 - Match 1,I62,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(I$4,$B$4:$J$4,1))<=($A62-$A56),1,0),"""")",0
Day 1 - Match 1,J62,"=IF(AND(ISNUMBER($A56),ISNUMBER($A62)),IF((RANK(J$4,$B$4:$J$4,1))<=($A62-$A56),1,0),"""")",0
Day 1 - Match 1,K62,=SUM(B62:J62),0
Day 1 - Match 1,B63,"=IF(AND(ISNUMBER(B60),ISNUMBER(B61)),B60-B61-B62,"" "")",7
Day 1 - Match 1,C63,"=IF(AND(ISNUMBER(C60),ISNUMBER(C61)),C60-C61-C62,"" "")",4
Day 1 - Match 1,D63,"=IF(AND(ISNUMBER(D60),ISNUMBER(D61)),D60-D61-D62,"" "")",4
Day 1 - Match 1,E63,"=IF(AND(ISNUMBER(E60),ISNUMBER(E61)),E60-E61-E62,"" "")",7
Day 1 - Match 1,F63,"=IF(AND(ISNUMBER(F60),ISNUMBER(F61)),F60-F61-F62,"" "")",4
Day 1 - Match 1,G63,"=IF(AND(ISNUMBER(G60),ISNUMBER(G61)),G60-G61-G62,"" "")",5
